r,q0,psi6_mean,psi6_std,psi2_mean,psi2_std,k_peak_mean,k_peak_std,n_unique_k,ring1_mean,broad_mean,n_seeds,k_ratio_mean,mode_entropy
0.1117,0.966,0.14858504004067663,0.07528347588574125,0.13786188538880992,0.09438756123914771,0.9647551952288613,0.004001780865313638,50,0.9852632482657938,0.01473675810625254,50,0.9987113822244942,3.9120230053781455
0.1117,0.967,0.13933312661391672,0.08736741850545424,0.17486126974749167,0.09885344331726435,0.9652283106730447,0.0041666986764166405,50,0.9864391649715567,0.013560830212105475,50,0.9981678497135933,3.9120230053781455
0.1117,0.968,0.16142149744318168,0.08738267301410757,0.1744542977298565,0.0951563977109307,0.9669856527927468,0.004957849165948674,50,0.9862130853234017,0.013786917155516387,50,0.9989521206536641,3.9120230053781455
0.1117,0.969,0.15688123175835444,0.07926472891195147,0.16081943743845503,0.0970874990447374,0.9681254187706064,0.004983372570450907,50,0.986686704575234,0.013313292657737891,50,0.9990974393917508,3.9120230053781455
0.1117,0.97,0.13587978165383713,0.07502575730822239,0.13147524614752734,0.08724967928458782,0.9686573461177896,0.004955246868042982,50,0.986375855313956,0.013624146372937771,50,0.9986158207399893,3.9120230053781455
0.1117,0.971,0.13656282366405523,0.07416447721223877,0.14468026194809006,0.09625258129232896,0.969600054558273,0.00576367270439965,50,0.9866335558110735,0.013366452209213836,50,0.9985582436233502,3.9120230053781455
0.1117,0.972,0.15099359177420557,0.08267808313754753,0.15499894915398965,0.08588347081085992,0.9702282863221128,0.005829386749178827,50,0.9862037085482193,0.013796296517975528,50,0.9981772493025852,3.9120230053781455
0.1117,0.973,0.14438863689997553,0.08321111222698672,0.16947321282356523,0.0977321542052183,0.9710891079633686,0.005502585765309892,50,0.9865868438051432,0.013413163002224787,50,0.9980360821822905,3.9120230053781455
0.1117,0.974,0.15138234289741911,0.08586498430691608,0.16475082626191784,0.10448202798600519,0.9716537463396046,0.00564483058783417,50,0.9863557711414306,0.013644231008324442,50,0.9975911153384031,3.9120230053781455
0.1117,0.975,0.18074845530069733,0.09668991501577306,0.1536114704967427,0.09278142462754056,0.9731548856399742,0.005879249903235295,50,0.9867733862484377,0.013226621808502481,50,0.9981075750153582,3.9120230053781455
0.1117,0.976,0.13540651274026594,0.09080331732350586,0.15483793606429397,0.09356277765316574,0.9744114365388292,0.004367951090898467,50,0.9871393915322176,0.012860610788175637,50,0.9983723735028989,3.9120230053781455
0.1117,0.977,0.1275008511736916,0.06726397591671117,0.15389070806426883,0.07321906328627857,0.9755570187379259,0.004644952346669416,50,0.9872140669116695,0.01278593324905536,50,0.998523048861746,3.9120230053781455
0.1117,0.978,0.12978455477994016,0.07309246124635657,0.15082168863719678,0.08348133718077244,0.9772380021682838,0.005089921047505465,50,0.9867510446596013,0.013248966591575343,50,0.9992208611127646,3.9120230053781455
0.1117,0.979,0.1539000124866873,0.09186581796634993,0.1497623381797063,0.0831253881660157,0.9779116242067404,0.004396218513258637,50,0.9870927272821075,0.01290727866764379,50,0.9988882780457001,3.9120230053781455
0.1117,0.98,0.1319449417316272,0.08036816540449158,0.14162115102057707,0.08148248171380405,0.9786629693643637,0.004453257323980465,50,0.9869257891582253,0.0130742203791179,50,0.9986356830248609,3.9120230053781455
0.1117,0.981,0.1441290190219383,0.07485615002206629,0.14890650265986896,0.07032137121504863,0.9798620615967802,0.0044770413581483245,50,0.9870417636872904,0.012958240112505657,50,0.9988400220150665,3.9120230053781455
0.1117,0.982,0.14690096193580468,0.07312934311702753,0.13639176584521845,0.07162357520323957,0.9810970793732696,0.004761803918460888,50,0.9872731045871842,0.012726905089457296,50,0.99908052889335,3.9120230053781455
0.1117,0.983,0.14799695137432584,0.0824662850608755,0.1584937332216929,0.07989344620502849,0.9815232275494629,0.004673970916571335,50,0.9877973186848803,0.012202696142575098,50,0.9984976882497079,3.9120230053781455
0.1118,0.96,0.12249881910107399,0.09055308633672503,0.16022092272990954,0.09427420865739329,0.9588526193180644,0.004034895792978984,50,0.9859244549894542,0.01407554291626994,50,0.9988048117896505,3.9120230053781455
