domain,preprocess_mode,delay,dim,trend_ratio,alpha_mean,alpha_std,alpha_p2_5,alpha_p97_5,beta_mean,beta_std,beta_p2_5,beta_p97_5,gamma_mean,gamma_std,gamma_p2_5,gamma_p97_5,gamma_qdiff_mean,gamma_qdiff_std,gamma_qdiff_p2_5,gamma_qdiff_p97_5,match_error_gammaquant_mean,match_error_gammaquant_std,match_error_gammaquant_p2_5,match_error_gammaquant_p97_5,gamma_quant_counts,p_gamma_quant_1_32,p_gamma_quant_3_32,match_error_mean,match_error_std,match_error_p2_5,match_error_p97_5,p_mean,p_std,p_p2_5,p_p97_5,pass_match_error_gammaquant,pass_alpha_abs_lt_0_05,pass_beta_abs_lt_0_05,pass_p_lt_0_05,h1_mean,h1_std,h1_p2_5,h1_p97_5,n_seeds,block_size,bootstrap,ci_mode,n_shuffle,n_phase
korea_wq_bodcod,detrend,3,4,2.027028042391832e-62,0.9703147963217058,0.0,0.9703147963217058,0.9703147963217058,0.9211103784973594,1.1120780351495294e-16,0.9211103784973593,0.9211103784973593,0.056401412705251334,6.950487719684559e-18,0.05640141270525133,0.05640141270525133,0.006098587294748672,8.688109649605698e-19,0.0060985872947486724,0.0060985872947486724,0.006098587294748672,8.688109649605698e-19,0.0060985872947486724,0.0060985872947486724,0.0625:300,0.0,0.0,0.025151412705251338,1.0425731579526837e-17,0.025151412705251328,0.025151412705251328,0.05547226386806597,0.0,0.05547226386806597,0.05547226386806597,1.0,1.0,1.0,0.0,0.681676983833313,0.0,0.681676983833313,0.681676983833313,300,96,cbb,process,2000,2000
