Control_U_Rainfall,Coherence_C_Soil_Fertility,Residual_r_Normalized_Respiration
0.1,30.424677845746952,1.0
0.1191919191919192,30.263776760288174,0.999010542918748
0.1383838383838384,30.234230019976174,0.9980173764992394
0.1575757575757576,30.305482706469984,0.9970205007414741
0.17676767676767677,30.455081923585464,0.9960199156454519
0.19595959595959594,30.66648474649413,0.995015621211173
0.21515151515151515,30.92748404177658,0.9940076174386371
0.23434343434343433,31.22907133024033,0.9929959043278443
0.2535353535353535,31.564610993815432,0.9919804818787946
0.2727272727272727,31.92923772119299,0.990961350091488
0.2919191919191919,32.31941497086243,0.9899385089659246
0.3111111111111111,32.732610211704795,0.9889119585021042
0.3303030303030303,33.16705529461009,0.9878816987000263
0.3494949494949495,33.621569192969986,0.9868477295596928
0.3686868686868686,34.0954266591653,0.985810051081101
0.3878787878787878,34.588260851617896,0.9847686632642529
0.407070707070707,35.09999122496955,0.9837235661091485
0.42626262626262623,35.63077031399922,0.9826747596157869
0.44545454545454544,36.18094473844313,0.9816222437841682
0.46464646464646464,36.7510269928863,0.9805660186142927
0.48383838383838385,37.34167549226394,0.9795060841061605
0.503030303030303,37.95368101106489,0.9784424402597708
0.5222222222222221,38.587958148845004,0.9773750870751248
0.5414141414141413,39.245540823484,0.9763040245522215
0.5606060606060606,39.92758107101914,0.9752292526910616
0.5797979797979798,40.635350641815286,0.9741507714916452
0.598989898989899,41.370245045549545,0.9730685809539713
0.6181818181818182,42.13378982550352,0.9719826810780405
0.6373737373737373,42.92764894604144,0.9708930718638535
0.6565656565656565,43.75363526353932,0.9697997533114092
0.6757575757575757,44.61372312632166,0.9687027254207075
0.6949494949494949,45.510063218065916,0.9676019881917497
0.7141414141414141,46.44499982553586,0.9664975416245344
0.7333333333333333,47.4210907788077,0.9653893857190627
0.7525252525252525,48.44113038350779,0.9642775204753339
0.7717171717171717,49.508175743086596,0.9631619458933482
0.7909090909090909,50.625576958098,0.9620426619731056
0.81010101010101,51.79701179242576,0.9609196687146064
0.8292929292929292,53.02652551759827,0.95979296611785
0.8484848484848484,54.31857679067808,0.9586625541828372
0.8676767676767676,55.67809059474974,0.9575284329095666
0.8868686868686868,57.11051948113475,0.9563906022980395
0.906060606060606,58.6219146083844,0.9552490623482557
0.9252525252525252,60.21900838643432,0.9541038130602149
0.9444444444444443,61.90931091968563,0.9529548544339174
0.9636363636363635,63.70122291886669,0.951802186469363
0.9828282828282827,65.60416834209634,0.9506458091665518
1.002020202020202,67.62875076117604,0.9494857225254832
1.0212121212121212,69.78693836907473,0.9483219265461581
1.0404040404040404,72.09228369979239,0.9471544212285761
1.0595959595959596,74.56018558833107,0.9459832065727373
1.0787878787878789,77.20820274267412,0.9448082825786417
1.097979797979798,79.66731771587858,0.943629649246289
1.1171717171717173,79.69367319679498,0.9427074436018554
1.1363636363636365,79.69466621322542,0.9427074436018554
1.1555555555555557,79.69466621322542,0.9427074436018554
1.1747474747474747,79.69466621322542,0.9427074436018554
1.1939393939393939,79.69466621322542,0.9427074436018554
1.213131313131313,79.69466621322542,0.9427074436018554
1.2323232323232323,79.69466621322542,0.9427074436018554
1.2515151515151515,79.69466621322542,0.9427074436018554
1.2707070707070707,79.69466621322542,0.9427074436018554
1.2898989898989899,79.69466621322542,0.9427074436018554
1.309090909090909,79.69466621322542,0.9427074436018554
1.3282828282828283,79.69466621322542,0.9427074436018554
1.3474747474747475,79.69466621322542,0.9427074436018554
1.3666666666666667,79.69466621322542,0.9427074436018554
1.385858585858586,79.69466621322542,0.9427074436018554
1.405050505050505,79.69466621322542,0.9427074436018554
1.4242424242424243,79.69466621322542,0.9427074436018554
1.4434343434343435,79.69466621322542,0.9427074436018554
1.4626262626262627,79.69466621322542,0.9427074436018554
1.481818181818182,79.69466621322542,0.9427074436018554
1.501010101010101,79.69466621322542,0.9427074436018554
1.52020202020202,79.69466621322542,0.9427074436018554
1.5393939393939393,79.69466621322542,0.9427074436018554
1.5585858585858585,79.69466621322542,0.9427074436018554
1.5777777777777777,79.69466621322542,0.9427074436018554
1.596969696969697,79.69466621322542,0.9427074436018554
1.6161616161616161,79.69466621322542,0.9427074436018554
1.6353535353535353,79.69466621322542,0.9427074436018554
1.6545454545454545,79.69466621322542,0.9427074436018554
1.6737373737373737,79.69466621322542,0.9427074436018554
1.692929292929293,79.69466621322542,0.9427074436018554
1.7121212121212122,79.69466621322542,0.9427074436018554
1.7313131313131314,79.69466621322542,0.9427074436018554
1.7505050505050506,79.69466621322542,0.9427074436018554
1.7696969696969698,79.69466621322542,0.9427074436018554
1.7888888888888888,79.69466621322542,0.9427074436018554
1.808080808080808,79.69466621322542,0.9427074436018554
1.8272727272727272,79.69466621322542,0.9427074436018554
1.8464646464646464,79.69466621322542,0.9427074436018554
1.8656565656565656,79.69466621322542,0.9427074436018554
1.8848484848484848,79.69466621322542,0.9427074436018554
1.904040404040404,79.69466621322542,0.9427074436018554
1.9232323232323232,79.69466621322542,0.9427074436018554
1.9424242424242424,79.69466621322542,0.9427074436018554
1.9616161616161616,79.69466621322542,0.9427074436018554
1.9808080808080808,79.69466621322542,0.9427074436018554
2.0,79.69466621322542,0.9427074436018554
